train_loss,train_accu,val_loss,val_acc
0.2083946815250792,0.9105111368884821,0.6670692959897125,0.7862376937533405
0.2048326490210306,0.9121393680760267,0.7493441036537652,0.766513215745099
0.2026922979174472,0.912022305703066,0.6031917178181114,0.7993758513077811
0.19861367116439557,0.9153319782476826,0.5831653846179837,0.8109622579699649
0.19478078589682385,0.9161141677397384,0.7333932619322666,0.7735478197899963
0.19161649253989066,0.9177370779103302,0.5774951293597183,0.8028069449473266
0.18901632807162738,0.9187640341822129,0.9121016720479582,0.7492025724581458
0.1858162287681087,0.9204135494375685,0.945606313877454,0.7334781634166105
0.182748072778855,0.9223025104557983,0.7196699341360183,0.7650821565889067
0.17894690611868716,0.9238722104568625,0.7198349258057358,0.7755823376265107
0.17592316618379727,0.9251066863899028,0.6673211264154821,0.7885308367385644
0.17286988755847185,0.9273627975778731,0.6705811995233235,0.7870652942292108
0.17076943030329272,0.9281769131716453,0.7329809822874478,0.7780134140243797
0.16800845157415448,0.9292996477486777,0.7405781603155059,0.7710132933326437
0.16456870225733403,0.9306724701224898,1.1778103386435617,0.7084087656683735
0.14145731438937567,0.941287898943246,0.7930033932731251,0.7773065052845738
0.13028685883789215,0.9463056179296987,0.856957781237568,0.7686856669942584
0.12900974028514905,0.9466940521672502,0.8871696531637987,0.766840807600131
0.12548945580631551,0.9480243064054402,0.913376823266265,0.768099449990517
0.12458624587552251,0.9478114657273298,0.9786694792542437,0.7553578509974309
0.1229103768321554,0.9493545606436302,0.9883478839746144,0.7597199951723305
0.12242493161516892,0.9489129162365512,0.9907096178236208,0.7573234021276228
0.1211952303785413,0.9499398725084338,0.9883611285215197,0.7599441369678788
0.11988039817504649,0.9507699511530644,0.9691103798214424,0.7686339419645166
0.1181417735563904,0.9508976555599306,1.0773836887569892,0.7499956895808548
0.11750380582917573,0.951999106069152,1.0887921617373069,0.7494611976068553
0.11568004531994357,0.9526110230187194,1.116901609901272,0.7478749633614372
0.11559267077549681,0.951929932848766,1.0740408283913656,0.7546509422576251
0.11509872425543768,0.9522811199676482,0.9838940813002125,0.7661683822134864
0.11376875038804986,0.9528930369172156,1.0739962492863242,0.752978499629304
0.11118081182595704,0.954303106409697,1.0191883968278028,0.7607200124140071
0.11198803451652126,0.9543509955622719,1.0475491746456187,0.7578578941016224
0.1102808664266742,0.9543669586131301,1.0457773767390512,0.7583234193692995
0.11023406634692169,0.9543722796300829,1.0567969419139855,0.7562199348264624
0.10899771613341921,0.9553566677663434,1.0161800552815017,0.7627890136036828
0.10884790762722779,0.9549735545457447,1.0508703859730564,0.7587199779306539
0.10997956016658436,0.9547819979354454,1.0714355112530058,0.7546854256107863
0.10994313213430035,0.954723466748965,1.0439725503232713,0.7593579199641373
0.10785101393322807,0.9558515223429501,1.065284979031204,0.7572027103915584
0.10876172825448129,0.9554630881053987,1.072536927551752,0.7556509594993017
0.10894723952448336,0.954968233528792,1.0811956176638766,0.7544785254918188
0.10940006191385343,0.9544840209860909,1.0868209712281183,0.7553061259676891
0.10830691631976587,0.955675928783509,1.0609531961894636,0.7587717029603959
0.10839279255330297,0.9552662104781465,1.0782729815046517,0.757409610510526
0.10923228427669911,0.9555801504783594,1.078029044800934,0.7567199434473008
0.10862012087567116,0.9557397809869422,1.0659244715356608,0.7582199693098156
0.1088117927226267,0.9554258409867293,1.05490978339756,0.7602027621165882
0.10902134368281227,0.9548511711558313,1.0828895529569573,0.7563578682391076
0.10855120558102212,0.9557025338682729,1.0654106786950757,0.7589096363730409
0.10824231059056892,0.9556173975970287,1.0687111882551446,0.7584441111053638
0.10915624029750534,0.9550214436983196,1.0741716203127392,0.756754426800462
0.10836377902964821,0.9553779518341545,1.0988722222371645,0.7544095587854963
0.10915160330691812,0.9549256653931699,1.070938782465125,0.7578923774547837
0.1095188603608973,0.954281822341886,1.080646512623452,0.7573923688339453
0.10826859176549009,0.9555748294614066,1.0859304988698102,0.7562544181796238
0.10870639434955111,0.9552928155629103,1.0596618207130484,0.7583579027224607
0.10891887992452375,0.9553087786137686,1.0627151624907991,0.757599268952913
0.10849908830392181,0.9554471250545404,1.0531082349443528,0.7598579285849756
0.1076132500600902,0.9556386816648398,1.0733068841772142,0.7576165106294935
0.1073394580385175,0.9557078548852257,1.0619189707060785,0.758202727633235
0.10819166694890404,0.9554737301393043,1.1038379021152471,0.7533750581906584
0.10756791167717851,0.9557131759021784,1.0612945259002782,0.7589958447559441
0.10811048407821076,0.9554630881053987,1.075206460207729,0.7571165020086553
0.10803994635424287,0.9552555684442411,1.0783776346183085,0.7567889101536233
0.10934795291202207,0.9547713559015398,1.0876971895599077,0.7561682097967206
0.10894305679635094,0.9555801504783594,1.0759453328264716,0.7576337523060742
0.10932613492610817,0.9548671342066896,1.0652850753991887,0.7588923946964602
0.10678693490283846,0.9561388572583992,1.070919791803962,0.757737202365558
0.1074516919789413,0.9555216192918791,1.0627205361528465,0.758392386075622
